Compactness,SurfaceArea,WallArea,RoofArea,Orientation,GlazingArea,GlazingDist,CoolLoad
0.82,612.5,318.5,147.0,4,0.1,2,24.8
0.86,588.0,294.0,147.0,4,0.25,5,34.15
0.76,661.5,416.5,122.5,4,0.0,0,29.79
0.86,588.0,294.0,147.0,2,0.1,2,30.91
0.76,661.5,416.5,122.5,5,0.4,5,38.18
0.79,637.0,343.0,147.0,3,0.25,4,45.48
0.86,588.0,294.0,147.0,2,0.4,5,29.69
0.86,588.0,294.0,147.0,5,0.4,2,36.86
0.79,637.0,343.0,147.0,4,0.4,3,38.81
0.86,588.0,294.0,147.0,3,0.1,3,31.01
0.98,514.5,294.0,110.25,4,0.4,3,33.86
0.98,514.5,294.0,110.25,4,0.1,1,26.44
0.82,612.5,318.5,147.0,4,0.4,2,28.95
0.76,661.5,416.5,122.5,3,0.4,2,40.4
0.86,588.0,294.0,147.0,3,0.25,5,29.43
0.86,588.0,294.0,147.0,2,0.4,4,31.53
0.82,612.5,318.5,147.0,5,0.4,5,32.54
0.98,514.5,294.0,110.25,5,0.4,3,34.0
0.98,514.5,294.0,110.25,2,0.25,3,29.43
0.9,563.5,318.5,122.5,5,0.4,2,40.66
0.98,514.5,294.0,110.25,3,0.1,5,25.98
0.79,637.0,343.0,147.0,5,0.4,4,39.56
0.98,514.5,294.0,110.25,2,0.4,5,32.88
0.86,588.0,294.0,147.0,3,0.4,1,30.66
0.9,563.5,318.5,122.5,5,0.4,3,33.31
0.76,661.5,416.5,122.5,2,0.0,0,29.79
0.98,514.5,294.0,110.25,3,0.4,5,33.23
0.98,514.5,294.0,110.25,2,0.0,0,21.33
0.76,661.5,416.5,122.5,5,0.1,2,33.78
0.86,588.0,294.0,147.0,4,0.25,2,29.9
0.76,661.5,416.5,122.5,3,0.1,1,34.07
0.82,612.5,318.5,147.0,4,0.25,5,29.31
0.9,563.5,318.5,122.5,5,0.25,1,37.58
0.98,514.5,294.0,110.25,4,0.4,1,32.83
0.76,661.5,416.5,122.5,4,0.1,3,34.48
0.86,588.0,294.0,147.0,5,0.1,3,27.4
0.86,588.0,294.0,147.0,2,0.25,5,28.02
0.86,588.0,294.0,147.0,3,0.1,1,25.6
0.76,661.5,416.5,122.5,4,0.1,5,33.64
0.9,563.5,318.5,122.5,3,0.4,2,35.39
0.9,563.5,318.5,122.5,3,0.25,5,32.0
0.86,588.0,294.0,147.0,3,0.25,4,34.19
0.86,588.0,294.0,147.0,3,0.0,0,21.97
0.86,588.0,294.0,147.0,3,0.1,2,25.63
0.86,588.0,294.0,147.0,2,0.1,4,27.17
0.82,612.5,318.5,147.0,4,0.1,3,25.35
0.86,588.0,294.0,147.0,5,0.25,4,28.31
0.79,637.0,343.0,147.0,2,0.4,2,45.59
0.9,563.5,318.5,122.5,5,0.1,1,34.33
0.98,514.5,294.0,110.25,3,0.4,1,33.34
0.9,563.5,318.5,122.5,4,0.4,5,38.79
0.86,588.0,294.0,147.0,2,0.4,3,35.22
0.79,637.0,343.0,147.0,2,0.1,2,41.07
0.86,588.0,294.0,147.0,2,0.25,1,33.98
0.76,661.5,416.5,122.5,5,0.1,4,34.05
0.86,588.0,294.0,147.0,5,0.25,5,33.47
0.9,563.5,318.5,122.5,2,0.4,3,37.26
0.79,637.0,343.0,147.0,4,0.4,5,47.01
0.82,612.5,318.5,147.0,2,0.0,0,23.77
0.82,612.5,318.5,147.0,4,0.4,5,33.84
0.9,563.5,318.5,122.5,4,0.25,1,32.71
0.98,514.5,294.0,110.25,2,0.1,3,25.68
0.79,637.0,343.0,147.0,5,0.4,3,38.23
0.76,661.5,416.5,122.5,5,0.25,2,36.81
0.9,563.5,318.5,122.5,2,0.4,1,39.28
0.9,563.5,318.5,122.5,4,0.4,3,33.82
0.86,588.0,294.0,147.0,5,0.4,3,31.6
0.76,661.5,416.5,122.5,5,0.1,3,34.5
0.76,661.5,416.5,122.5,2,0.4,5,39.37
0.9,563.5,318.5,122.5,3,0.1,1,29.87
0.76,661.5,416.5,122.5,4,0.1,1,34.14
0.79,637.0,343.0,147.0,5,0.1,3,34.29
0.82,612.5,318.5,147.0,3,0.25,3,27.76
0.82,612.5,318.5,147.0,3,0.25,2,26.96
0.82,612.5,318.5,147.0,2,0.4,5,29.93
0.86,588.0,294.0,147.0,2,0.4,1,35.99
0.9,563.5,318.5,122.5,4,0.1,1,29.58
0.79,637.0,343.0,147.0,3,0.1,4,43.3
0.79,637.0,343.0,147.0,2,0.4,4,38.33
0.86,588.0,294.0,147.0,5,0.25,2,34.52
0.76,661.5,416.5,122.5,2,0.1,2,33.91
0.76,661.5,416.5,122.5,4,0.4,4,39.85
0.98,514.5,294.0,110.25,2,0.4,1,33.37
0.9,563.5,318.5,122.5,2,0.25,1,36.12
0.86,588.0,294.0,147.0,5,0.1,1,31.73
0.86,588.0,294.0,147.0,2,0.4,2,35.48
0.82,612.5,318.5,147.0,3,0.1,2,25.02
0.98,514.5,294.0,110.25,4,0.25,1,29.28
0.79,637.0,343.0,147.0,3,0.1,1,35.28
0.98,514.5,294.0,110.25,5,0.25,1,29.49
0.82,612.5,318.5,147.0,2,0.25,3,28.77
0.98,514.5,294.0,110.25,5,0.4,4,33.88
0.9,563.5,318.5,122.5,4,0.4,4,39.22
0.86,588.0,294.0,147.0,4,0.4,3,30.11
0.76,661.5,416.5,122.5,2,0.1,4,34.11
0.98,514.5,294.0,110.25,4,0.1,2,26.13
0.82,612.5,318.5,147.0,4,0.0,0,21.16
0.82,612.5,318.5,147.0,5,0.1,3,24.93
0.76,661.5,416.5,122.5,2,0.25,1,36.85
0.98,514.5,294.0,110.25,5,0.1,4,25.87
0.98,514.5,294.0,110.25,5,0.25,4,30.12
0.82,612.5,318.5,147.0,2,0.4,2,30.34
0.98,514.5,294.0,110.25,3,0.0,0,21.33
0.98,514.5,294.0,110.25,5,0.1,3,26.14
0.98,514.5,294.0,110.25,2,0.4,2,32.96
0.79,637.0,343.0,147.0,4,0.0,0,30.93
0.86,588.0,294.0,147.0,2,0.25,2,33.37
0.82,612.5,318.5,147.0,5,0.4,3,29.64
0.9,563.5,318.5,122.5,3,0.25,3,35.1
0.79,637.0,343.0,147.0,5,0.1,1,43.33
0.86,588.0,294.0,147.0,3,0.25,1,28.61
0.9,563.5,318.5,122.5,5,0.4,4,36.1
0.76,661.5,416.5,122.5,3,0.25,4,36.76
0.79,637.0,343.0,147.0,2,0.1,3,43.12
0.98,514.5,294.0,110.25,4,0.0,0,21.33
0.86,588.0,294.0,147.0,5,0.4,5,35.71
0.9,563.5,318.5,122.5,4,0.25,5,37.19
0.86,588.0,294.0,147.0,4,0.25,3,28.38
0.9,563.5,318.5,122.5,2,0.1,4,29.34
0.9,563.5,318.5,122.5,4,0.4,2,34.94
0.79,637.0,343.0,147.0,5,0.4,2,48.03
0.82,612.5,318.5,147.0,3,0.4,3,30.65
0.82,612.5,318.5,147.0,3,0.25,4,29.43
0.79,637.0,343.0,147.0,3,0.1,5,34.18
0.9,563.5,318.5,122.5,4,0.4,1,35.92
0.79,637.0,343.0,147.0,4,0.25,2,36.77
0.79,637.0,343.0,147.0,3,0.4,5,37.7
0.98,514.5,294.0,110.25,4,0.4,2,33.94
0.82,612.5,318.5,147.0,5,0.25,3,26.41
0.79,637.0,343.0,147.0,5,0.4,5,44.87
0.86,588.0,294.0,147.0,3,0.25,3,32.93
0.76,661.5,416.5,122.5,3,0.4,3,38.48
0.76,661.5,416.5,122.5,4,0.4,3,39.66
0.98,514.5,294.0,110.25,5,0.25,2,30.02
0.9,563.5,318.5,122.5,3,0.1,2,29.44
0.98,514.5,294.0,110.25,2,0.1,4,25.91
0.76,661.5,416.5,122.5,2,0.1,5,34.25
0.76,661.5,416.5,122.5,2,0.1,1,33.87
0.82,612.5,318.5,147.0,5,0.25,1,31.39
0.76,661.5,416.5,122.5,2,0.25,2,36.87
0.98,514.5,294.0,110.25,4,0.4,5,33.76
0.9,563.5,318.5,122.5,4,0.25,3,32.83
0.79,637.0,343.0,147.0,5,0.25,4,37.26
0.76,661.5,416.5,122.5,4,0.25,2,37.28
0.98,514.5,294.0,110.25,2,0.25,5,29.53
0.86,588.0,294.0,147.0,4,0.4,2,32.28
0.86,588.0,294.0,147.0,5,0.25,1,34.73
0.79,637.0,343.0,147.0,5,0.0,0,39.44
0.86,588.0,294.0,147.0,5,0.25,3,29.82
0.98,514.5,294.0,110.25,2,0.1,2,25.95
0.9,563.5,318.5,122.5,2,0.25,2,35.56
0.76,661.5,416.5,122.5,3,0.0,0,29.68
0.9,563.5,318.5,122.5,3,0.4,1,36.38
0.86,588.0,294.0,147.0,4,0.1,2,27.36
0.76,661.5,416.5,122.5,3,0.4,4,39.67
0.76,661.5,416.5,122.5,5,0.1,1,33.67
0.86,588.0,294.0,147.0,5,0.1,2,31.9
0.79,637.0,343.0,147.0,2,0.1,5,34.99
0.76,661.5,416.5,122.5,3,0.25,1,37.58
0.79,637.0,343.0,147.0,3,0.1,3,41.22
0.9,563.5,318.5,122.5,5,0.1,5,33.01
0.82,612.5,318.5,147.0,3,0.25,1,27.84
0.9,563.5,318.5,122.5,3,0.25,4,37.12
0.86,588.0,294.0,147.0,5,0.4,1,36.73
0.82,612.5,318.5,147.0,3,0.1,3,27.54
0.76,661.5,416.5,122.5,3,0.25,5,37.01
0.98,514.5,294.0,110.25,3,0.4,2,33.13
0.98,514.5,294.0,110.25,4,0.1,3,25.84
0.98,514.5,294.0,110.25,5,0.1,5,26.18
0.82,612.5,318.5,147.0,5,0.0,0,24.93
0.76,661.5,416.5,122.5,2,0.25,5,36.93
0.76,661.5,416.5,122.5,2,0.4,3,38.17
0.79,637.0,343.0,147.0,2,0.4,1,45.29
0.98,514.5,294.0,110.25,2,0.1,5,25.64
0.82,612.5,318.5,147.0,3,0.4,1,29.13
0.9,563.5,318.5,122.5,3,0.0,0,25.38
0.82,612.5,318.5,147.0,4,0.25,3,26.95
0.82,612.5,318.5,147.0,5,0.1,2,28.79
0.79,637.0,343.0,147.0,3,0.25,1,37.81
0.98,514.5,294.0,110.25,5,0.0,0,21.33
0.79,637.0,343.0,147.0,2,0.25,3,45.13
0.98,514.5,294.0,110.25,3,0.25,1,29.79
0.79,637.0,343.0,147.0,2,0.4,3,46.44
0.76,661.5,416.5,122.5,5,0.4,2,39.7
0.79,637.0,343.0,147.0,5,0.25,5,43.73
0.82,612.5,318.5,147.0,4,0.4,4,31.14
0.9,563.5,318.5,122.5,2,0.4,5,33.94
0.9,563.5,318.5,122.5,3,0.1,5,29.52
0.79,637.0,343.0,147.0,4,0.1,5,43.14
0.76,661.5,416.5,122.5,4,0.25,5,35.73
0.82,612.5,318.5,147.0,4,0.25,1,27.25
0.79,637.0,343.0,147.0,3,0.25,3,43.66
0.86,588.0,294.0,147.0,4,0.4,1,31.7
0.76,661.5,416.5,122.5,3,0.25,3,36.44
0.76,661.5,416.5,122.5,5,0.1,5,33.88
0.9,563.5,318.5,122.5,5,0.25,4,33.16
0.98,514.5,294.0,110.25,4,0.4,4,33.95
0.98,514.5,294.0,110.25,4,0.1,5,25.88
0.9,563.5,318.5,122.5,4,0.1,4,32.83
0.82,612.5,318.5,147.0,2,0.25,5,26.53
0.79,637.0,343.0,147.0,5,0.1,4,35.29
0.79,637.0,343.0,147.0,4,0.25,5,45.28
0.9,563.5,318.5,122.5,2,0.4,4,33.98
0.82,612.5,318.5,147.0,2,0.25,1,30.17
0.82,612.5,318.5,147.0,2,0.4,3,32.43
0.76,661.5,416.5,122.5,3,0.1,4,33.62
0.79,637.0,343.0,147.0,3,0.0,0,31.27
0.76,661.5,416.5,122.5,2,0.1,3,33.85
0.98,514.5,294.0,110.25,5,0.4,2,33.78
0.98,514.5,294.0,110.25,5,0.1,1,26.29
0.82,612.5,318.5,147.0,4,0.25,4,28.76
0.9,563.5,318.5,122.5,5,0.25,2,37.72
0.98,514.5,294.0,110.25,3,0.4,3,33.24
0.82,612.5,318.5,147.0,4,0.1,1,24.61
0.86,588.0,294.0,147.0,4,0.4,5,36.26
0.98,514.5,294.0,110.25,2,0.25,1,29.79
0.98,514.5,294.0,110.25,3,0.1,2,25.63
0.82,612.5,318.5,147.0,4,0.1,5,28.88
0.98,514.5,294.0,110.25,4,0.25,5,30.0
0.82,612.5,318.5,147.0,5,0.1,1,28.51
0.76,661.5,416.5,122.5,5,0.4,1,39.48
0.98,514.5,294.0,110.25,3,0.1,3,26.02
0.86,588.0,294.0,147.0,4,0.25,4,33.93
0.98,514.5,294.0,110.25,3,0.25,2,29.69
0.76,661.5,416.5,122.5,2,0.25,3,36.07
0.76,661.5,416.5,122.5,4,0.4,1,40.63
0.76,661.5,416.5,122.5,5,0.4,3,40.1
0.79,637.0,343.0,147.0,2,0.0,0,37.73
0.98,514.5,294.0,110.25,3,0.4,4,33.06
0.86,588.0,294.0,147.0,3,0.1,5,27.33
0.76,661.5,416.5,122.5,3,0.1,2,34.07
0.76,661.5,416.5,122.5,4,0.25,3,37.28
0.82,612.5,318.5,147.0,2,0.25,2,28.27
0.82,612.5,318.5,147.0,4,0.4,1,28.99
0.82,612.5,318.5,147.0,3,0.25,5,26.08
0.79,637.0,343.0,147.0,3,0.25,2,37.41
0.79,637.0,343.0,147.0,3,0.4,4,47.59
0.86,588.0,294.0,147.0,5,0.1,4,25.81
0.86,588.0,294.0,147.0,2,0.0,0,27.3
0.82,612.5,318.5,147.0,5,0.4,4,28.43
0.86,588.0,294.0,147.0,4,0.1,4,31.06
0.9,563.5,318.5,122.5,4,0.0,0,25.16
0.82,612.5,318.5,147.0,5,0.25,5,28.14
0.79,637.0,343.0,147.0,4,0.1,2,33.87
0.76,661.5,416.5,122.5,5,0.25,5,36.15
0.98,514.5,294.0,110.25,2,0.25,4,29.61
0.79,637.0,343.0,147.0,5,0.25,1,45.52
0.9,563.5,318.5,122.5,2,0.25,5,32.25
0.86,588.0,294.0,147.0,4,0.0,0,23.49
0.76,661.5,416.5,122.5,2,0.25,4,37.2
0.79,637.0,343.0,147.0,2,0.1,4,34.25
0.98,514.5,294.0,110.25,4,0.25,3,30.1
0.76,661.5,416.5,122.5,4,0.25,1,37.45
0.79,637.0,343.0,147.0,4,0.1,3,35.1
0.9,563.5,318.5,122.5,5,0.25,5,35.62
0.76,661.5,416.5,122.5,3,0.1,3,34.11
0.79,637.0,343.0,147.0,2,0.25,2,43.86
0.76,661.5,416.5,122.5,5,0.4,4,40.77
0.86,588.0,294.0,147.0,5,0.4,4,31.0
0.82,612.5,318.5,147.0,5,0.1,4,25.16
0.76,661.5,416.5,122.5,2,0.4,1,39.55
0.82,612.5,318.5,147.0,2,0.4,4,28.2
0.79,637.0,343.0,147.0,4,0.4,2,38.84
0.86,588.0,294.0,147.0,3,0.25,2,27.89
0.86,588.0,294.0,147.0,4,0.1,1,27.03
0.82,612.5,318.5,147.0,3,0.4,2,27.93
0.9,563.5,318.5,122.5,2,0.1,3,34.14
0.86,588.0,294.0,147.0,4,0.25,1,30.12
0.82,612.5,318.5,147.0,2,0.1,4,24.61
0.82,612.5,318.5,147.0,4,0.25,2,26.72
0.9,563.5,318.5,122.5,3,0.1,3,32.85
0.86,588.0,294.0,147.0,3,0.4,3,34.7
0.86,588.0,294.0,147.0,3,0.4,5,31.2
0.9,563.5,318.5,122.5,2,0.1,2,32.54
0.9,563.5,318.5,122.5,4,0.25,2,32.77
0.9,563.5,318.5,122.5,4,0.25,4,36.16
0.86,588.0,294.0,147.0,2,0.25,3,33.52
0.98,514.5,294.0,110.25,4,0.25,4,30.19
0.86,588.0,294.0,147.0,4,0.1,5,32.04
0.98,514.5,294.0,110.25,2,0.4,3,32.78
0.82,612.5,318.5,147.0,3,0.4,4,32.35
0.79,637.0,343.0,147.0,5,0.4,1,46.94
0.76,661.5,416.5,122.5,5,0.25,3,37.29
0.76,661.5,416.5,122.5,2,0.4,4,40.36
0.9,563.5,318.5,122.5,3,0.25,1,33.17
0.9,563.5,318.5,122.5,3,0.4,4,39.92
0.98,514.5,294.0,110.25,3,0.25,4,29.59
0.9,563.5,318.5,122.5,2,0.25,4,32.12
0.76,661.5,416.5,122.5,3,0.25,2,37.35
0.98,514.5,294.0,110.25,5,0.25,5,30.2
0.82,612.5,318.5,147.0,3,0.1,1,24.91
