Compactness,SurfaceArea,WallArea,RoofArea,Orientation,GlazingArea,GlazingDist,HeatLoad
0.69,735.0,294.0,220.5,2,0.25,3,12.34
0.62,808.5,367.5,220.5,2,0.25,2,14.34
0.64,784.0,343.0,220.5,4,0.25,4,16.56
0.62,808.5,367.5,220.5,5,0.25,1,15.16
0.74,686.0,245.0,220.5,4,0.25,2,12.16
0.74,686.0,245.0,220.5,4,0.1,5,10.34
0.69,735.0,294.0,220.5,5,0.25,2,12.95
0.71,710.5,269.5,220.5,5,0.1,3,10.7
0.62,808.5,367.5,220.5,2,0.1,4,12.85
0.64,784.0,343.0,220.5,5,0.4,2,19.12
0.71,710.5,269.5,220.5,2,0.1,2,10.64
0.64,784.0,343.0,220.5,5,0.0,0,10.56
0.71,710.5,269.5,220.5,4,0.0,0,6.3660000000000005
0.62,808.5,367.5,220.5,5,0.4,4,16.77
0.62,808.5,367.5,220.5,3,0.1,5,12.74
0.62,808.5,367.5,220.5,3,0.1,1,12.97
0.74,686.0,245.0,220.5,5,0.4,2,14.5
0.66,759.5,318.5,220.5,5,0.4,5,15.16
0.71,710.5,269.5,220.5,5,0.0,0,6.4
0.66,759.5,318.5,220.5,2,0.25,5,12.93
0.66,759.5,318.5,220.5,4,0.25,3,12.74
0.66,759.5,318.5,220.5,4,0.1,4,11.33
0.69,735.0,294.0,220.5,5,0.1,5,11.16
0.74,686.0,245.0,220.5,4,0.1,3,10.35
0.62,808.5,367.5,220.5,5,0.4,1,17.14
0.62,808.5,367.5,220.5,4,0.1,5,12.8
0.71,710.5,269.5,220.5,5,0.1,4,10.72
0.71,710.5,269.5,220.5,5,0.25,2,12.49
0.64,784.0,343.0,220.5,5,0.4,5,17.88
0.71,710.5,269.5,220.5,2,0.25,3,12.41
0.62,808.5,367.5,220.5,4,0.4,3,16.55
0.66,759.5,318.5,220.5,5,0.0,0,7.1
0.64,784.0,343.0,220.5,5,0.1,4,15.16
0.64,784.0,343.0,220.5,3,0.1,5,15.37
0.66,759.5,318.5,220.5,3,0.4,2,15.29
0.74,686.0,245.0,220.5,4,0.25,5,11.64
0.74,686.0,245.0,220.5,2,0.25,1,12.43
0.69,735.0,294.0,220.5,2,0.1,5,11.21
0.64,784.0,343.0,220.5,3,0.0,0,10.54
0.74,686.0,245.0,220.5,2,0.25,3,11.8
0.64,784.0,343.0,220.5,2,0.1,3,15.16
0.66,759.5,318.5,220.5,4,0.1,5,11.22
0.69,735.0,294.0,220.5,2,0.4,1,14.51
0.69,735.0,294.0,220.5,3,0.25,5,12.12
0.74,686.0,245.0,220.5,3,0.25,1,12.5
0.64,784.0,343.0,220.5,2,0.25,4,16.99
0.66,759.5,318.5,220.5,2,0.1,4,11.44
0.64,784.0,343.0,220.5,2,0.25,2,17.14
0.66,759.5,318.5,220.5,3,0.4,4,15.29
0.74,686.0,245.0,220.5,4,0.0,0,6.01
0.69,735.0,294.0,220.5,4,0.4,4,14.53
0.62,808.5,367.5,220.5,2,0.1,1,12.96
0.71,710.5,269.5,220.5,3,0.1,5,10.7
0.64,784.0,343.0,220.5,4,0.25,5,16.76
0.69,735.0,294.0,220.5,3,0.0,0,6.79
0.62,808.5,367.5,220.5,4,0.4,2,17.26
0.69,735.0,294.0,220.5,3,0.4,3,14.56
0.71,710.5,269.5,220.5,5,0.4,2,14.71
0.64,784.0,343.0,220.5,2,0.1,1,15.41
0.74,686.0,245.0,220.5,2,0.4,4,14.37
0.64,784.0,343.0,220.5,3,0.4,2,18.88
0.62,808.5,367.5,220.5,2,0.4,3,16.47
0.74,686.0,245.0,220.5,4,0.4,5,14.17
0.74,686.0,245.0,220.5,5,0.4,3,13.78
0.62,808.5,367.5,220.5,4,0.1,4,13.0
0.66,759.5,318.5,220.5,2,0.1,1,11.68
0.62,808.5,367.5,220.5,5,0.1,3,12.73
0.74,686.0,245.0,220.5,4,0.1,1,10.36
0.74,686.0,245.0,220.5,3,0.25,4,12.3
0.66,759.5,318.5,220.5,5,0.25,5,13.02
0.66,759.5,318.5,220.5,3,0.25,2,12.93
0.66,759.5,318.5,220.5,2,0.4,2,15.34
0.62,808.5,367.5,220.5,3,0.25,3,14.34
0.74,686.0,245.0,220.5,3,0.25,2,12.45
0.69,735.0,294.0,220.5,5,0.1,3,11.14
0.64,784.0,343.0,220.5,2,0.4,1,19.52
0.64,784.0,343.0,220.5,3,0.4,1,19.36
0.62,808.5,367.5,220.5,5,0.4,2,17.15
0.62,808.5,367.5,220.5,2,0.1,3,12.68
0.71,710.5,269.5,220.5,2,0.1,4,10.66
0.74,686.0,245.0,220.5,3,0.1,1,10.43
0.62,808.5,367.5,220.5,4,0.25,2,14.6
0.66,759.5,318.5,220.5,5,0.1,2,11.43
0.64,784.0,343.0,220.5,4,0.4,2,18.9
0.74,686.0,245.0,220.5,4,0.25,3,11.98
0.64,784.0,343.0,220.5,5,0.25,4,16.62
0.71,710.5,269.5,220.5,2,0.4,2,14.7
0.74,686.0,245.0,220.5,5,0.25,2,12.3
0.66,759.5,318.5,220.5,3,0.4,1,15.23
0.69,735.0,294.0,220.5,5,0.4,4,14.71
0.64,784.0,343.0,220.5,3,0.1,4,15.19
0.66,759.5,318.5,220.5,3,0.1,4,11.42
0.62,808.5,367.5,220.5,4,0.1,2,12.97
0.71,710.5,269.5,220.5,5,0.1,1,10.75
0.74,686.0,245.0,220.5,2,0.1,5,10.47
0.66,759.5,318.5,220.5,5,0.25,3,12.84
0.71,710.5,269.5,220.5,2,0.25,1,12.57
0.64,784.0,343.0,220.5,2,0.1,5,15.16
0.66,759.5,318.5,220.5,2,0.25,4,12.95
0.69,735.0,294.0,220.5,3,0.1,2,11.46
0.66,759.5,318.5,220.5,4,0.4,2,15.09
0.62,808.5,367.5,220.5,4,0.0,0,8.45
0.66,759.5,318.5,220.5,4,0.4,4,15.09
0.74,686.0,245.0,220.5,2,0.25,2,12.35
0.69,735.0,294.0,220.5,3,0.1,3,11.16
0.71,710.5,269.5,220.5,4,0.4,3,13.94
0.74,686.0,245.0,220.5,4,0.25,4,12.18
0.71,710.5,269.5,220.5,5,0.4,3,13.86
0.64,784.0,343.0,220.5,4,0.0,0,10.77
0.64,784.0,343.0,220.5,2,0.25,1,17.5
0.62,808.5,367.5,220.5,5,0.1,5,12.62
0.69,735.0,294.0,220.5,4,0.4,5,14.37
0.71,710.5,269.5,220.5,4,0.25,2,12.2
0.64,784.0,343.0,220.5,2,0.4,2,19.2
0.64,784.0,343.0,220.5,2,0.4,3,18.48
0.66,759.5,318.5,220.5,5,0.4,1,15.23
0.74,686.0,245.0,220.5,3,0.25,5,11.67
0.74,686.0,245.0,220.5,4,0.1,4,10.07
0.74,686.0,245.0,220.5,5,0.1,2,10.45
0.66,759.5,318.5,220.5,5,0.1,5,11.34
0.71,710.5,269.5,220.5,5,0.1,5,13.69
0.71,710.5,269.5,220.5,2,0.25,5,12.27
0.66,759.5,318.5,220.5,5,0.1,1,11.69
0.69,735.0,294.0,220.5,5,0.25,4,12.86
0.74,686.0,245.0,220.5,2,0.4,1,14.52
0.62,808.5,367.5,220.5,2,0.4,1,15.09
0.69,735.0,294.0,220.5,2,0.25,4,12.91
0.69,735.0,294.0,220.5,5,0.0,0,6.81
0.69,735.0,294.0,220.5,2,0.4,3,14.32
0.69,735.0,294.0,220.5,3,0.4,1,14.7
0.74,686.0,245.0,220.5,2,0.0,0,6.07
0.69,735.0,294.0,220.5,4,0.1,5,11.11
0.69,735.0,294.0,220.5,2,0.25,5,12.47
0.71,710.5,269.5,220.5,3,0.1,1,10.8
0.62,808.5,367.5,220.5,2,0.1,5,12.59
0.69,735.0,294.0,220.5,3,0.1,4,11.22
0.71,710.5,269.5,220.5,4,0.25,5,12.25
0.74,686.0,245.0,220.5,5,0.25,4,12.43
0.69,735.0,294.0,220.5,5,0.4,1,14.42
0.64,784.0,343.0,220.5,2,0.4,5,17.69
0.71,710.5,269.5,220.5,4,0.4,4,14.47
0.74,686.0,245.0,220.5,3,0.4,5,14.19
0.64,784.0,343.0,220.5,4,0.4,1,19.48
0.74,686.0,245.0,220.5,3,0.4,2,14.45
0.71,710.5,269.5,220.5,3,0.1,4,10.68
0.69,735.0,294.0,220.5,5,0.25,1,12.72
0.62,808.5,367.5,220.5,2,0.25,1,15.09
0.62,808.5,367.5,220.5,4,0.4,1,17.14
0.62,808.5,367.5,220.5,4,0.4,4,16.94
0.64,784.0,343.0,220.5,3,0.1,1,15.2
0.69,735.0,294.0,220.5,4,0.0,0,6.77
0.62,808.5,367.5,220.5,3,0.0,0,8.49
0.74,686.0,245.0,220.5,2,0.1,3,10.39
0.64,784.0,343.0,220.5,5,0.25,5,16.92
0.71,710.5,269.5,220.5,4,0.1,4,10.53
0.64,784.0,343.0,220.5,3,0.1,3,15.36
0.62,808.5,367.5,220.5,3,0.25,1,15.12
0.66,759.5,318.5,220.5,2,0.4,4,15.34
0.64,784.0,343.0,220.5,5,0.1,3,15.36
0.71,710.5,269.5,220.5,5,0.25,3,12.19
0.69,735.0,294.0,220.5,3,0.4,4,14.62
0.69,735.0,294.0,220.5,4,0.25,3,12.31
0.74,686.0,245.0,220.5,3,0.4,3,14.22
0.62,808.5,367.5,220.5,4,0.25,1,15.08
0.71,710.5,269.5,220.5,2,0.4,3,14.07
0.71,710.5,269.5,220.5,2,0.25,4,12.36
0.64,784.0,343.0,220.5,4,0.1,4,15.32
0.66,759.5,318.5,220.5,5,0.1,3,11.61
0.69,735.0,294.0,220.5,3,0.25,2,12.87
0.66,759.5,318.5,220.5,3,0.25,1,13.18
0.74,686.0,245.0,220.5,5,0.4,4,14.44
0.69,735.0,294.0,220.5,5,0.1,2,11.49
0.62,808.5,367.5,220.5,2,0.4,4,16.44
0.69,735.0,294.0,220.5,4,0.25,4,12.67
0.71,710.5,269.5,220.5,4,0.1,3,10.68
0.66,759.5,318.5,220.5,5,0.4,2,15.3
0.66,759.5,318.5,220.5,3,0.25,4,13.0
0.62,808.5,367.5,220.5,5,0.25,3,13.99
0.71,710.5,269.5,220.5,4,0.1,2,10.55
0.71,710.5,269.5,220.5,2,0.4,4,14.6
0.69,735.0,294.0,220.5,5,0.4,5,14.21
0.66,759.5,318.5,220.5,3,0.0,0,7.1
0.62,808.5,367.5,220.5,3,0.25,2,14.66
0.66,759.5,318.5,220.5,2,0.1,5,11.38
0.71,710.5,269.5,220.5,4,0.25,1,12.57
0.64,784.0,343.0,220.5,3,0.25,3,16.93
0.74,686.0,245.0,220.5,2,0.4,3,13.97
0.64,784.0,343.0,220.5,3,0.4,5,18.19
0.66,759.5,318.5,220.5,4,0.1,2,11.33
0.62,808.5,367.5,220.5,5,0.25,5,13.86
0.62,808.5,367.5,220.5,5,0.0,0,8.5
0.74,686.0,245.0,220.5,5,0.4,1,14.55
0.74,686.0,245.0,220.5,5,0.1,5,10.39
0.71,710.5,269.5,220.5,4,0.4,5,12.76
0.64,784.0,343.0,220.5,3,0.4,4,19.13
0.71,710.5,269.5,220.5,4,0.1,5,10.67
0.62,808.5,367.5,220.5,4,0.4,5,16.48
0.66,759.5,318.5,220.5,3,0.1,2,11.42
0.64,784.0,343.0,220.5,2,0.1,4,15.4
0.74,686.0,245.0,220.5,5,0.4,5,14.39
0.62,808.5,367.5,220.5,2,0.1,2,12.88
0.62,808.5,367.5,220.5,5,0.4,5,16.64
0.62,808.5,367.5,220.5,3,0.25,4,14.61
0.62,808.5,367.5,220.5,5,0.25,2,14.6
0.71,710.5,269.5,220.5,3,0.1,2,10.72
0.64,784.0,343.0,220.5,4,0.25,1,17.52
0.71,710.5,269.5,220.5,3,0.25,1,12.65
0.69,735.0,294.0,220.5,3,0.1,5,11.14
0.69,735.0,294.0,220.5,3,0.4,5,14.28
0.71,710.5,269.5,220.5,3,0.4,1,14.6
0.62,808.5,367.5,220.5,2,0.0,0,8.6
0.66,759.5,318.5,220.5,2,0.4,5,14.96
0.66,759.5,318.5,220.5,4,0.4,1,15.23
0.69,735.0,294.0,220.5,5,0.25,5,12.47
0.74,686.0,245.0,220.5,3,0.1,2,10.46
0.74,686.0,245.0,220.5,3,0.1,5,10.37
0.64,784.0,343.0,220.5,2,0.25,5,16.73
0.71,710.5,269.5,220.5,5,0.25,5,12.27
0.74,686.0,245.0,220.5,3,0.1,4,10.15
0.69,735.0,294.0,220.5,5,0.4,3,14.08
0.66,759.5,318.5,220.5,2,0.25,3,12.97
0.69,735.0,294.0,220.5,5,0.25,3,12.12
0.69,735.0,294.0,220.5,4,0.4,2,14.33
0.71,710.5,269.5,220.5,3,0.0,0,6.4
0.62,808.5,367.5,220.5,4,0.25,4,14.61
0.71,710.5,269.5,220.5,4,0.25,3,12.1
0.69,735.0,294.0,220.5,2,0.4,4,14.54
0.62,808.5,367.5,220.5,5,0.1,1,13.02
0.74,686.0,245.0,220.5,5,0.25,5,12.02
0.71,710.5,269.5,220.5,5,0.25,1,12.63
0.74,686.0,245.0,220.5,5,0.1,1,10.39
0.64,784.0,343.0,220.5,5,0.25,1,17.37
0.69,735.0,294.0,220.5,2,0.1,3,11.22
0.66,759.5,318.5,220.5,3,0.1,3,11.6
0.66,759.5,318.5,220.5,3,0.1,5,11.34
0.74,686.0,245.0,220.5,3,0.25,3,12.03
0.71,710.5,269.5,220.5,3,0.25,5,12.19
0.66,759.5,318.5,220.5,2,0.25,1,13.17
0.74,686.0,245.0,220.5,4,0.25,1,12.41
0.66,759.5,318.5,220.5,3,0.4,3,15.18
0.74,686.0,245.0,220.5,5,0.1,3,10.38
0.62,808.5,367.5,220.5,3,0.4,3,16.35
0.64,784.0,343.0,220.5,3,0.25,1,17.35
0.62,808.5,367.5,220.5,3,0.1,2,13.0
0.71,710.5,269.5,220.5,5,0.4,5,12.42
0.62,808.5,367.5,220.5,3,0.25,5,13.99
0.62,808.5,367.5,220.5,5,0.1,4,13.0
0.74,686.0,245.0,220.5,3,0.4,1,14.61
0.64,784.0,343.0,220.5,5,0.25,3,16.86
0.66,759.5,318.5,220.5,3,0.25,3,13.01
0.66,759.5,318.5,220.5,4,0.25,2,12.77
0.66,759.5,318.5,220.5,4,0.25,5,12.78
0.69,735.0,294.0,220.5,5,0.4,2,14.62
